,client_id,variation
1687,5838845,test
1688,6340382,test
1689,2521236,test
1690,714189,test
1691,8296896,test
1692,7054527,control
1693,5742957,test
1694,8767041,control
1695,1456682,test
1696,9087617,test
1697,9670804,test
1698,3034096,test
1699,1715882,test
1700,3766933,control
1701,6365047,test
1702,7983890,test
1703,2785646,test
1704,3530964,test
1705,7582587,control
1706,822741,control
1707,4071532,test
1708,6643288,test
1709,9513978,test
1710,7408332,test
1711,8430663,test
1712,7991318,control
1713,5316428,control
1714,9100219,control
1715,4674528,control
1716,228868,test
1717,3927920,control
1718,8635406,control
1719,7226525,test
1720,4777945,control
1721,5366824,test
1722,7451853,control
1723,7182819,control
1724,3313315,test
1725,151897,test
1726,3385688,control
1727,3121872,test
1728,6158691,test
1729,8241833,test
1730,356363,control
1731,4337771,test
1732,9723734,test
1733,3640838,control
1734,2048347,test
1735,882187,control
1736,9031350,control
1737,9481495,control
1738,6060172,test
1739,626263,test
1740,4652540,test
1741,5844424,control
1742,6906248,test
1743,17170,test
1744,3818866,test
1745,9907037,control
1746,2794902,control
1747,556488,test
1748,8959138,test
1749,9244149,control
1750,8881398,control
1751,2009543,test
1752,8622758,test
1753,8537506,test
1754,2545621,control
1755,8170103,test
1756,4275169,test
1757,607427,control
1758,2700187,control
1759,1810029,control
1760,1607366,test
1761,6226635,control
1762,9750214,control
1763,1459001,control
1764,4045514,test
1765,7344392,test
1766,1311966,test
1767,2477549,control
1768,7512804,control
1769,2979920,test
1770,3831166,control
1771,8586276,control
1772,1204758,test
1773,1187904,test
1774,4028430,control
1775,5830053,test
1776,9010076,control
1777,4715889,test
1778,6444330,control
1779,3788589,control
1780,151250,test
1781,2466669,control
1782,3250807,control
1783,2549128,control
1784,8431740,test
1785,6873514,test
1786,5862154,test
1787,3562647,test
1788,7399603,test
1789,7226122,test
1790,5177112,test
1791,6028020,control
1792,1986539,control
1793,7428656,test
1794,5865838,control
1795,7053382,test
1796,3810215,test
1797,8621093,test
1798,458225,test
1799,8528827,test
1800,8875616,control
1801,242922,control
1802,9362131,test
1803,716476,test
1804,7590603,control
1805,2287580,control
1806,3923067,control
1807,5412643,control
1808,6822246,control
1809,6912802,test
1810,4370671,test
1811,4514170,test
1812,7686541,control
1813,1892368,control
1814,6149800,control
1815,9518630,test
1816,7642645,test
1817,6983917,control
1818,1726128,test
1819,4411115,test
1820,9996404,control
1821,4319645,test
1822,2551688,test
1823,480944,control
1824,8950912,test
1825,4701960,control
1826,3154922,control
1827,9434878,test
1828,3835844,test
1829,6255392,test
1830,819286,test
1831,2406154,test
1832,3173824,control
1833,1176152,control
1834,7277156,control
1835,5025952,test
1836,1675926,control
1837,591482,control
1838,7913751,test
1839,5341221,control
1840,657899,test
1841,3069127,control
1842,4682874,test
1843,9002320,control
1844,7208080,test
1845,6090669,test
1846,3387213,control
1847,443921,test
1848,6630494,control
1849,1287625,test
1850,5570866,control
1851,4582892,control
1852,1790963,test
1853,8876250,control
1854,6229944,test
1855,6075274,test
1856,861868,control
1857,36432,test
1858,3185304,test
1859,6574408,test
1860,7816330,test
1861,301637,test
1862,7749080,test
1863,7139320,test
1864,4701250,control
1865,7055327,test
1866,5040886,test
1867,9937975,control
1868,8055629,control
1869,218903,control
1870,2952186,control
1871,7751717,test
1872,1067325,test
1873,1222857,test
1874,3720127,control
1875,1120859,test
1876,2195967,control
1877,4553704,test
1878,1346930,control
1879,4244465,control
1880,5468324,test
1881,1213731,control
1882,761733,control
1883,2914362,test
1884,7783740,control
1885,8087904,control
1886,8752019,test
1887,9645276,test
1888,9710210,test
1889,6770720,control
1890,3362285,control
1891,9171889,test
1892,1787893,control
1893,4045580,test
1894,3518821,test
1895,1161189,test
1896,4787429,test
1897,6499575,control
1898,8605475,control
1899,8482912,control
1900,165765,test
1901,5966661,test
1902,7401406,test
1903,1694251,test
1904,7305468,test
1905,3357999,control
1906,2689307,test
1907,9771204,control
1908,5043454,test
1909,623101,control
1910,1430839,control
1911,9928657,control
1912,4351236,test
1913,7732650,control
1914,2580200,control
1915,1896723,test
1916,1325390,test
1917,6642557,test
1918,9045790,control
1919,5326567,test
1920,5294828,test
1921,1020828,test
1922,4579064,test
1923,4765130,test
1924,9506769,test
1925,4832456,test
1926,6885985,control
1927,7926426,control
1928,5890995,control
1929,9945726,test
1930,7266777,control
1931,460505,control
1932,6796201,control
1933,1996689,control
1934,5008443,test
1935,5424144,test
1936,8718073,test
1937,5554678,control
1938,4438069,control
1939,3500934,control
1940,5827480,test
1941,2365141,control
1942,6590646,test
1943,435886,test
1944,6862397,control
1945,8942980,control
1946,5114108,control
1947,351093,control
1948,126171,control
1949,4918622,test
1950,1631726,test
1951,2791866,control
1952,5758766,test
1953,1453972,test
1954,2255988,test
1955,6888356,control
1956,3704365,test
1957,4924821,test
1958,8635284,test
1959,1356002,control
1960,3806065,control
1961,5007915,control
1962,8755557,test
1963,5194608,control
1964,3466478,control
1965,4561584,control
1966,9577370,control
1967,9478703,test
1968,1410425,control
1969,4514549,test
1970,5749929,control
1971,4702480,control
1972,5411447,test
1973,364039,control
1974,9236931,test
1975,2292643,test
1976,9262125,test
1977,179358,test
1978,7559997,test
1979,3830629,control
1980,6374491,test
1981,5925148,test
1982,5971471,control
1983,2466307,control
1984,4570044,test
1985,308060,test
1986,3399237,control
1987,5977906,control
1988,918500,control
1989,3412931,test
1990,3647,control
1991,2058971,control
1992,619342,control
1993,5430280,control
1994,1225544,control
1995,9403797,control
1996,4481852,test
1997,4282258,control
1998,2559643,control
1999,9375060,test
2000,1332220,control
2001,6768889,control
2002,9381192,test
2003,2747302,control
2004,5204398,control
2005,7114961,test
2006,6351585,control
2007,6758838,test
2008,4787356,test
2009,2142735,test
2010,5105149,control
2011,344514,test
2012,5414090,test
2013,2527557,test
2014,5852774,test
2015,1677568,test
2016,6591498,test
2017,4439782,test
2018,5234643,test
2019,303551,test
2020,3788267,test
2021,1279440,control
2022,4866771,test
2023,1512189,test
2024,8593429,test
2025,5742686,control
2026,3798807,control
2027,2335870,test
2028,2689442,control
2029,847857,control
2030,2978756,test
2031,637311,test
2032,6382317,control
2033,8794498,test
2034,3174093,test
2035,1676334,test
2036,3710401,test
2037,9237579,test
2038,1609177,test
2039,6292241,test
2040,9206406,test
2041,6807117,test
2042,7825997,control
2043,5092873,test
2044,9245893,control
2045,1499432,test
2046,5612493,control
2047,1650908,control
2048,6615461,control
2049,5342626,test
2050,5487813,test
2051,9331765,control
2052,1140645,test
2053,9568221,control
2054,492655,control
2055,9386056,test
2056,694766,control
2057,6873920,test
2058,29595,control
2059,8596397,test
2060,3530321,test
2061,7914595,test
2062,6739923,control
2063,2695688,control
2064,517259,control
2065,6706745,test
2066,1058810,test
2067,4275135,control
2068,7606773,test
2069,4723532,control
2070,8258757,test
2071,4829849,control
2072,8815733,test
2073,1901368,control
2074,9345807,test
2075,5433338,control
2076,8627270,test
2077,9866491,test
2078,2652105,control
2079,2802304,test
2080,235342,test
2081,6840926,test
2082,1260052,control
2083,5528233,test
2084,5136874,test
2085,4494333,test
2086,5777346,control
2087,5138453,test
2088,7366477,control
2089,9726561,test
2090,3367240,test
2091,848688,test
2092,8165838,test
2093,9626258,test
2094,2854270,test
2095,9189058,control
2096,1550778,test
2097,3016688,test
2098,5291697,test
2099,3307085,test
2100,3233686,control
2101,6125341,control
2102,4757519,test
2103,4991005,test
2104,6213231,control
2105,8486666,control
2106,2629116,control
2107,6435836,control
2108,754331,test
2109,6544888,control
2110,3688173,test
2111,4190539,control
2112,9849562,test
2113,3246449,test
2114,3750841,control
2115,5501459,test
2116,3950663,control
2117,2387654,test
2118,3505821,test
2119,3700826,control
2120,6029258,control
2121,740601,test
2122,2020501,control
2123,8677760,test
2124,2637815,test
2125,4589552,control
2126,1919322,test
2127,6986441,test
2128,598498,test
2129,3907538,test
2130,9061056,control
2131,4244422,test
2132,8160451,control
2133,3935774,test
2134,2436537,test
2135,9885646,test
2136,3990290,test
2137,2905387,test
2138,3751050,control
2139,7368906,test
2140,4569203,control
2141,6777869,control
2142,3035258,test
2143,8889840,control
2144,3257971,test
2145,7639568,test
2146,3831678,control
2147,7560060,test
2148,5408776,test
2149,529230,test
2150,2820987,control
2151,3885331,control
2152,2983616,test
2153,4925950,test
2154,8362346,test
2155,3741674,test
2156,2253226,test
2157,2493350,control
2158,7463154,control
2159,5470155,test
2160,7820539,test
2161,8370440,test
2162,1239722,control
2163,7122374,control
2164,5149271,control
2165,2111947,test
2166,5145224,control
2167,6727416,control
2168,5800745,control
2169,1939550,control
2170,3307527,control
2171,1545935,test
2172,4476742,control
2173,888529,control
2174,4230817,control
2175,1352216,control
2176,8442245,control
2177,8462687,test
2178,8040332,control
2179,43766,control
2180,460912,control
2181,7709844,test
2182,1484467,control
2183,8290239,control
2184,8402909,control
2185,1731140,control
2186,9906255,test
2187,6646483,test
2188,618446,test
2189,6189129,test
2190,4054538,control
2191,1146114,control
2192,7080124,control
2193,6155209,test
2194,9004289,control
2195,8159840,control
2196,6246012,test
2197,9890510,test
2198,1672032,control
2199,197374,test
2200,7928596,control
2201,6000156,control
2202,9970264,control
2203,2934958,test
2204,7207966,test
2205,4647580,control
2206,7167518,control
2207,168940,control
2208,7390660,control
2209,1119039,test
2210,246922,test
2211,4318210,test
2212,2403493,control
2213,1633376,control
2214,136986,control
2215,5316693,test
2216,8829649,control
2217,3398321,control
2218,7091719,test
2219,7132575,test
2220,1949391,test
2221,4519913,control
2222,2549650,test
2223,6609008,test
2224,4063405,control
2225,6232074,control
2226,9937269,control
2227,6047255,control
2228,7337867,control
2229,1113765,control
2230,1361156,control
2231,3673027,test
2232,25766,control
2233,193305,test
2234,7054514,test
2235,6707552,control
2236,9597768,test
2237,9132044,test
2238,7484370,control
2239,9237119,test
2240,2337117,test
2241,8603917,test
2242,3812799,test
2243,3641080,test
2244,7539703,control
2245,1285998,test
2246,1664346,test
2247,2888690,control
2248,9080796,test
2249,7910879,test
2250,1965939,test
2251,2189824,test
2252,2191853,test
2253,468552,control
2254,6516253,control
2255,2346970,control
2256,9484395,test
2257,4218473,test
2258,8365988,test
2259,9262676,test
2260,892794,control
2261,9118111,control
2262,3701316,control
2263,2282258,test
2264,451019,control
2265,1557790,control
2266,8332895,test
2267,465367,control
2268,2129448,control
2269,7146837,test
2270,208722,control
2271,5700388,control
2272,8315431,control
2273,1649221,control
2274,5968386,test
2275,3519727,test
2276,6413727,test
2277,2120119,control
2278,6104189,test
2279,1894800,test
2280,5194510,control
2281,3334550,control
2282,4916223,control
2283,4360034,test
2284,6888629,control
2285,861392,control
2286,9586139,test
2287,861316,test
2288,1113707,control
2289,3141257,control
2290,8525803,control
2291,6037374,test
2292,6949770,control
2293,7831354,test
2294,347861,test
2295,5662516,test
2296,9053216,test
2297,128983,control
2298,6227816,control
2299,3866893,test
2300,9438773,test
2301,2504179,control
2302,4173645,test
2303,376793,test
2304,4740322,control
2305,4834935,test
2306,8492567,test
2307,5302222,test
2308,9337989,test
2309,3662912,control
2310,669111,control
2311,3307754,control
2312,9869697,test
2313,9342924,control
2314,8152115,control
2315,3881207,test
2316,5979866,test
2317,9999832,test
2318,8427304,test
2319,4823816,test
2320,9103512,control
2321,6058024,control
2322,8673902,control
2323,3030826,test
2324,1728834,test
2325,6224380,control
2326,5742352,control
2327,6156362,control
2328,1151722,test
2329,1608769,test
2330,3405360,test
2331,9406349,control
2332,2367390,test
2333,1430624,test
2334,6701737,control
2335,3879152,test
2336,6814823,test
2337,8530901,control
2338,3875578,test
2339,3062036,test
2340,8865699,control
2341,945455,test
2342,5548724,control
2343,9110158,test
2344,2813653,control
2345,3527712,test
2346,5638347,control
2347,1703474,test
2348,172858,test
2349,6249518,test
2350,1781226,control
2351,6600012,test
2352,9086639,test
2353,4857475,test
2354,7750591,test
2355,35181,test
2356,3879712,test
2357,1581569,test
2358,1221967,control
2359,553313,test
2360,9506863,test
2361,3350550,test
2362,1746534,test
2363,5755171,test
2364,7763229,test
2365,4243629,test
2366,9575481,control
2367,94552,test
2368,1169747,test
2369,4934661,test
2370,7663095,control
2371,8553099,control
2372,7968992,control
2373,157852,control
2374,27021,control
2375,3443827,control
2376,5763299,control
2377,9289178,control
2378,6997825,control
2379,1894060,test
2380,7646044,test
2381,3202302,test
2382,3504237,test
2383,4941347,test
2384,7019864,control
2385,6433377,control
2386,3608206,control
2387,1633550,test
2388,9902427,test
2389,2395006,control
2390,5938067,test
2391,4945619,test
2392,8331742,control
2393,2395779,control
2394,518097,control
